Year,Tm,Player,Age,G,Puntos,Rebotes,Asist,Robos,Bloqueos
1984,POR,Tom Piotrowski,23,18,1749,98,113,25,27
1984,DAL,Roger Phegley,27,10,2253,189,320,191,12
1984,NYK,Rudy Macklin,25,8,1643,148,620,90,7
1984,ATL,John Pinone,22,7,1016,257,651,181,18
1984,HOU,Craig Ehlo,22,7,1489,192,458,117,15
1984,GSW,Sam Williams,24,7,2079,127,339,122,10
1984,DAL,Jim Spanarkel,26,7,1088,175,217,184,26
1984,IND,Bruce Kuczenski,22,5,1712,101,322,63,5
1984,MIL,Rory White,24,8,2142,60,117,122,16
1984,PHI,Bruce Kuczenski,22,3,1989,166,339,183,22
1984,SEA,Charles Bradley,24,8,1239,82,372,193,26
1984,SAS,Brant Weidner,23,8,1162,87,212,93,25
1984,SAS,Dave Robisch,34,4,1446,139,268,117,15
1984,SAS,Dave Batton,27,4,1842,68,113,119,18
1984,DET,Ken Austin,22,7,1888,283,528,98,15
1984,NJN,Bruce Kuczenski,22,7,2314,126,595,57,20
1984,LAL,Eddie Jordan,29,3,2127,313,344,195,1
1984,WSB,Michael Wilson,24,6,1670,278,394,190,8
1984,CLE,Geoff Crompton,28,7,2170,202,471,37,27
1984,SDC,Rory White,24,6,1980,145,481,101,30
1984,SDC,Hutch Jones,24,4,1297,270,692,164,17
1984,SDC,Linton Townes,24,2,1700,85,337,23,22
1984,NJN,Mark Jones,22,6,1437,295,316,110,26
1984,GSW,Lorenzo Romar,25,3,1938,183,605,29,2
1984,SAS,Darrell Lockhart,23,2,1319,242,376,52,25
1984,SAS,Steve Lingenfelter,25,3,1207,105,322,150,24
1984,WSB,DeWayne Scales,25,2,1833,267,177,33,14
1984,SAS,Roger Phegley,27,3,1417,246,653,112,4
1984,IND,Tracy Jackson,24,2,1363,58,401,125,28
1984,SAS,Bob Miller,27,2,2052,60,616,101,6
1984,SDC,Kevin Loder,24,1,2085,275,337,111,9
1984,PHI,Charles Jones,26,1,1463,213,537,127,29
1984,MIL,Linton Townes,24,2,1344,135,275,87,15
1985,NJN,Buck Williams,24,82,1454,60,656,170,16
1985,BOS,Larry Bird,28,80,1791,71,563,24,26
1985,CHI,Michael Jordan,21,82,2070,254,157,92,3
1985,NJN,Micheal Ray Richardson,29,82,1638,278,597,156,3
1985,DET,Isiah Thomas,23,81,2069,134,416,159,27
1985,HOU,Ralph Sampson,24,82,1718,107,320,72,10
1985,GSW,Purvis Short,27,78,2317,120,117,107,20
1985,KCK,Eddie Johnson,25,82,1978,59,303,172,18
1985,ATL,Dominique Wilkins,25,81,2068,205,204,98,23
1985,HOU,Rodney McCray,23,82,2094,236,170,43,21
1985,BOS,Dennis Johnson,30,80,2380,219,668,148,12
1985,WSB,Gus Williams,31,79,1718,237,587,128,2
1985,PHI,Moses Malone,29,79,1611,302,696,88,14
1985,DEN,Alex English,31,81,1219,166,610,81,5
1985,SEA,Tom Chambers,25,81,2241,95,325,88,15
1985,HOU,Hakeem Olajuwon,22,82,2198,236,499,36,16
1985,LAC,Norm Nixon,29,81,1570,259,279,158,20
1985,DET,Bill Laimbeer,27,82,1954,309,399,85,8
1985,MIL,Paul Pressey,26,80,1984,161,415,192,30
1985,GSW,Sleepy Floyd,24,82,1115,62,272,199,22
1985,SAS,Mike Mitchell,29,82,1315,214,351,129,30
1985,BOS,Robert Parish,31,79,2205,88,581,164,11
1985,DAL,Rolando Blackman,25,81,1059,90,169,192,14
1985,CHI,Orlando Woolridge,25,77,1716,196,679,100,7
1985,UTA,Mark Eaton,28,82,2210,178,666,34,9
1985,LAL,Magic Johnson,25,77,2259,162,631,30,13
1985,UTA,Darrell Griffith,26,78,1079,63,353,187,19
1985,LAC,Derek Smith,23,80,2293,291,318,81,29
1985,SAS,Artis Gilmore,35,81,1712,202,174,142,13
1985,MIL,Sidney Moncrief,27,73,1420,163,110,193,27
1985,MIL,Terry Cummings,23,79,2203,130,669,149,15
1985,DAL,Mark Aguirre,25,80,2014,93,308,62,11
1985,LAL,James Worthy,23,80,1756,275,520,58,25
1985,SAS,Johnny Moore,26,82,1080,109,259,65,9
1985,WSB,Greg Ballard,30,82,1281,270,632,32,7
1985,DEN,Calvin Natt,28,78,1394,99,171,163,9
1985,BOS,Kevin McHale,27,79,1800,108,196,119,6
1985,SEA,Gerald Henderson,29,79,1102,154,487,88,30
1985,LAL,Kareem Abdul-Jabbar,37,79,2219,163,664,187,30
1985,PHI,Maurice Cheeks,28,78,1573,226,173,50,24
1985,POR,Mychal Thompson,30,79,1988,149,523,26,27
1985,WSB,Jeff Malone,23,76,1195,103,598,134,9
1985,BOS,Danny Ainge,25,75,1068,220,102,124,22
1985,DEN,Fat Lever,24,82,2339,109,216,168,23
1985,IND,Herb Williams,26,75,1246,77,339,24,26
1985,POR,Clyde Drexler,22,80,1678,204,537,80,20
1985,SEA,Al Wood,26,80,1707,290,506,21,27
1985,KCK,Reggie Theus,27,82,1717,274,339,170,20
1985,DAL,Jay Vincent,25,79,2065,129,520,34,13
1985,DAL,Brad Davis,29,82,1739,311,435,122,23
1985,GSW,Jerome Whitehead,28,79,1797,241,195,68,8
1985,PHI,Julius Erving,34,78,1001,191,308,140,11
1985,POR,Kiki Vandeweghe,26,72,1928,256,648,96,29
1985,GSW,Larry Smith,27,80,1523,152,319,145,15
1985,MIL,Craig Hodges,24,82,1504,76,450,185,29
1985,NYK,Darrell Walker,23,82,1014,230,694,116,4
1985,IND,Vern Fleming,22,80,2271,220,181,81,26
1985,UTA,Thurl Bailey,23,80,1942,232,137,173,12
1985,KCK,LaSalle Thompson,23,82,1198,298,669,73,6
1985,NYK,Louis Orr,26,79,2139,79,191,132,4
1985,IND,Clark Kellogg,23,77,1205,77,475,142,22
1985,LAC,Marques Johnson,28,72,2054,114,302,51,18
1985,UTA,Rickey Green,30,77,1215,209,373,76,8
1985,NJN,Mike Gminski,25,81,1362,266,652,182,10
1985,SEA,Jack Sikma,29,68,1345,160,596,117,19
1985,CLE,John Bagley,24,81,1849,302,555,53,4
1985,LAC,James Donaldson,27,82,1084,82,633,188,24
1985,KCK,Larry Drew,26,72,1386,196,258,43,25
1985,ATL,Eddie Johnson,29,73,1208,288,207,118,8
1985,PHI,Charles Barkley,21,82,1892,177,344,101,14
1985,CLE,Roy Hinson,23,76,1984,202,483,34,5
1985,DAL,Sam Perkins,23,82,1071,100,506,98,7
1985,IND,Steve Stipanovich,24,82,1729,295,285,157,6
1985,LAL,Byron Scott,23,81,1398,283,191,140,27
1985,NYK,Rory Sparrow,26,79,2240,159,586,41,11
1985,DEN,T.R. Dunn,29,81,2077,204,335,64,6
1985,POR,Darnell Valentine,25,75,1249,73,106,182,7
1985,KCK,Mark Olberding,28,81,1406,218,263,43,23
1985,GSW,Lester Conner,25,79,1173,171,541,171,8
1985,POR,Jim Paxson,27,68,1964,242,186,92,5
1985,CLE,World B. Free,31,71,1022,79,355,161,27
1985,CLE,Phil Hubbard,28,76,1168,142,237,130,11
1985,PHI,Andrew Toney,27,70,2067,73,547,102,10
1985,DAL,Derek Harper,23,82,2112,154,413,161,1
1985,POR,Sam Bowie,23,76,1320,284,568,58,19
1985,PHO,Larry Nance,25,61,1122,228,483,175,11
1985,LAL,Michael Cooper,28,82,1254,245,575,139,6
1985,SEA,Danny Vranes,26,76,1574,107,389,86,28
1985,PHO,Alvan Adams,30,82,1222,106,533,22,21
1985,HOU,Lewis Lloyd,25,82,1386,300,285,62,26
1985,ATL,Doc Rivers,23,69,1071,310,226,127,1
1985,CHI,Quintin Dailey,24,79,2129,147,253,96,12
1985,DET,Vinnie Johnson,28,82,1910,127,517,77,26
1985,SAS,Gene Banks,25,82,2234,92,391,149,16
1985,SAS,George Gervin,32,72,1205,120,544,94,6
1985,MIL,Alton Lister,26,81,1994,86,330,133,8
1985,WSB,Rick Mahorn,26,77,1218,107,513,169,26
1985,NYK,Pat Cummings,28,63,1111,229,662,116,12
1985,NYK,Bernard King,28,55,1557,308,385,120,13
1985,CHI,Dave Corzine,28,82,2172,137,659,167,24
1985,PHO,Jay Humphries,22,80,1397,54,313,155,28
1985,IND,Jim Thomas,24,80,1564,185,212,146,12
1985,LAC,Junior Bridgeman,31,80,2190,284,464,134,12
1985,DEN,Wayne Cooper,28,80,2132,188,347,21,5
1985,PHO,Kyle Macy,27,65,1331,50,545,50,16
1985,ATL,Cliff Levingston,24,74,1124,128,647,103,5
1985,DAL,Kurt Nimphius,26,82,2089,247,172,123,27
1985,DET,Terry Tyler,28,82,1344,220,487,102,23
1985,KCK,Mike Woodson,26,78,1561,78,398,152,30
1985,UTA,Adrian Dantley,28,55,1744,184,525,168,27
1985,HOU,Lionel Hollins,31,80,1532,251,424,86,19
1985,CLE,Melvin Turpin,24,79,2221,231,437,77,11
1985,CLE,Johnny Davis,29,76,1756,158,233,162,23
1985,KCK,Otis Thorpe,22,82,1297,267,508,24,8
1985,WSB,Cliff Robinson,24,60,1840,83,219,153,18
1985,NJN,Otis Birdsong,29,56,1492,112,236,35,26
1985,DET,John Long,28,66,1174,237,482,141,8
1985,NYK,Trent Tucker,25,77,1102,100,124,93,13
1985,IND,Jerry Sichting,28,70,1355,67,597,95,27
1985,PHO,James Edwards,29,70,1332,227,124,21,25
1985,ATL,Kevin Willis,22,82,1629,197,376,167,15
1985,HOU,Robert Reid,29,82,2369,65,386,84,27
1985,PHO,Mike Holton,23,74,2257,287,258,191,13
1985,ATL,Tree Rollins,29,70,1422,98,461,111,5
1985,NJN,Kelvin Ransey,26,81,1834,145,517,191,23
1985,SAS,Alvin Robertson,22,79,2319,297,122,53,22
1985,DEN,Dan Issel,36,77,2014,313,279,96,16
1985,DET,Kelly Tripucka,25,55,1470,63,360,91,15
1985,DEN,Bill Hanzlik,27,80,1013,158,548,147,18
1985,PHO,Maurice Lucas,32,63,2031,220,206,134,9
1985,CHI,Steve Johnson,27,74,1533,297,109,113,4
1985,CLE,Ben Poquette,29,79,1861,237,595,178,13
1985,LAC,Bill Walton,32,67,2085,130,597,123,13
1985,DET,Earl Cureton,27,81,1698,153,147,35,1
1985,PHI,Bobby Jones,33,80,1961,204,291,44,25
1985,LAL,Kurt Rambis,26,82,1173,54,523,147,11
1985,LAC,Michael Cage,23,75,2179,115,405,113,13
1985,IND,Tony Brown,24,82,1189,285,427,135,30
1985,MIL,Paul Mokeski,28,79,2195,158,329,96,5
1985,SEA,Tim McCormick,22,78,1552,197,201,34,27
1985,HOU,Mitchell Wiggins,25,82,1926,261,427,57,16
1985,WSB,Darren Daye,24,80,1214,223,124,53,5
1985,GSW,Mickey Johnson,32,66,1073,117,467,81,13
1985,PHO,Charles Jones,23,78,1369,223,299,67,28
1985,WSB,Tom McMillen,32,69,2134,187,584,88,10
1985,PHI,Clint Richardson,28,74,2314,120,198,71,25
1985,CHI,Dave Greenwood,27,61,1865,116,175,58,22
1985,CHI,Wes Matthews,25,78,2001,174,621,133,16
1985,UTA,Jeff Wilkins,29,79,2292,309,172,105,5
1985,BOS,Cedric Maxwell,29,57,1580,239,366,190,9
1985,DET,Dan Roundfield,31,56,2268,169,622,196,13
1985,DEN,Elston Turner,25,81,1343,208,190,162,2
1985,SEA,Ricky Sobers,32,71,1096,69,526,161,30
1985,UTA,John Stockton,22,82,1115,121,207,54,8
1985,POR,Steve Colter,22,78,1925,250,443,80,1
1985,DEN,Mike Evans,29,81,1604,56,591,77,20
1985,WSB,Jeff Ruland,26,37,1784,293,625,198,30
1985,NJN,Jeff Turner,22,72,1442,271,114,170,17
1985,NYK,Ken Bannister,24,75,1001,270,247,91,29
1985,DET,Kent Benson,30,72,1203,158,237,137,29
1985,CHI,Ennis Whatley,22,70,1153,162,297,27,17
1985,PHO,Rod Foster,24,79,1152,185,666,129,6
1985,DAL,Dale Ellis,24,72,1968,119,214,46,29
1985,PHI,Sedale Threatt,23,82,1372,265,531,151,15
1985,NYK,James Bailey,27,74,1332,195,547,28,18
1985,LAL,Larry Spriggs,25,75,1858,75,538,156,28
1985,NYK,Butch Carter,26,69,1361,253,158,72,24
1985,IND,Terence Stansbury,23,74,1120,311,610,171,8
1985,UTA,Rich Kelley,31,77,2384,275,352,152,25
1985,GSW,Othell Wilson,23,74,1661,136,446,159,5
1985,SAS,John Paxson,24,78,1222,268,507,110,7
1985,LAL,Bob McAdoo,33,66,1231,221,569,82,28
1985,CLE,Lonnie Shelton,29,57,1653,225,509,194,23
1985,PHO,Alvin Scott,29,77,1827,123,291,26,13
1985,WSB,Dudley Bradley,27,73,1005,241,500,74,12
1985,ATL,Antoine Carr,23,62,1523,116,308,68,19
1985,MIL,Kevin Grevey,31,78,1830,229,367,177,16
1985,SAS,Marc Iavaroni,28,57,1424,263,131,152,26
1985,LAL,Mike McGee,25,76,1814,305,263,68,12
1985,ATL,Randy Wittman,25,41,2039,116,656,73,13
1985,HOU,John Lucas,31,47,1108,58,303,80,23
1985,SEA,Jon Sundvold,23,73,1334,305,620,186,3
1985,BOS,Scott Wedman,32,78,1790,249,560,166,21
1985,ATL,Mike Glenn,29,60,1974,226,119,165,25
1985,IND,Bill Garnett,24,65,1984,288,262,68,13
1985,POR,Kenny Carr,29,48,1675,71,248,115,6
1985,NJN,Mike O'Koren,26,43,1223,75,359,140,27
1985,POR,Audie Norris,24,78,2353,246,492,156,25
1985,SEA,Frank Brickowski,25,78,2286,204,564,166,13
1985,GSW,Chuck Aleksinas,25,74,1781,111,452,140,20
1985,LAC,Rory White,25,80,2317,282,538,193,28
1985,MIL,Randy Breuer,24,78,2185,259,611,177,29
1985,NJN,Darwin Cook,26,58,2063,84,140,39,26
1985,NYK,Ernie Grunfeld,29,69,2271,120,116,116,24
1985,KCK,Joe Meriweather,31,76,1329,137,651,61,2
1985,LAC,Harvey Catchings,33,70,2130,176,338,141,2
1985,PHO,Charles Pittman,26,68,2174,244,322,165,30
1985,CHI,Jawann Oldham,27,63,2356,176,437,143,19
1985,NJN,Darryl Dawkins,28,39,1594,109,512,168,24
1985,POR,Jerome Kersey,22,77,1136,134,533,58,21
1985,CHI,Rod Higgins,25,68,1883,112,494,59,11
1985,KCK,Don Buse,34,65,1663,177,210,53,26
1985,WSB,Frank Johnson,26,46,1020,73,495,21,29
1985,NYK,Eddie Lee Wilkins,22,54,2399,139,312,176,29
1985,SAS,Ozell Jones,24,67,2095,190,109,90,8
1985,CHI,Caldwell Jones,34,42,2140,115,278,128,29
1985,MIL,Ricky Pierce,25,44,1824,152,326,199,24
1985,CLE,Mark West,24,65,2070,158,287,176,15
1985,PHI,Clemon Johnson,28,58,1454,127,378,42,10
1985,UTA,Fred Roberts,24,52,1958,138,445,188,12
1985,ATL,Sly Williams,27,34,1026,275,458,148,4
1985,DAL,Wallace Bryant,25,56,2376,273,108,22,24
1985,NJN,Albert King,25,42,2127,111,652,34,26
1985,SEA,Reggie King,27,60,1413,138,423,35,7
1985,BOS,Quinn Buckner,30,75,1577,134,249,55,3
1985,SAS,Jeff Cook,28,54,1596,87,217,56,19
1985,ATL,Scott Hastings,24,64,1877,144,358,98,29
1985,ATL,Rickey Brown,26,69,2247,254,646,131,24
1985,NJN,George Johnson,36,65,1941,223,108,62,16
1985,LAL,Jamaal Wilkes,31,42,1071,160,192,132,24
1985,IND,Devin Durrant,24,59,1351,147,652,58,30
1985,PHI,George Johnson,28,55,1900,283,589,119,14
1985,GSW,Mike Bratz,29,56,2179,250,315,47,29
1985,MIL,Charles Davis,26,57,2263,308,378,40,2
1985,CHI,Sidney Green,24,48,1498,175,536,87,17
1985,LAL,Mitch Kupchak,30,58,2277,201,415,65,27
1985,CLE,Paul Thompson,23,33,1175,112,251,38,8
1985,HOU,Jim Petersen,22,60,1519,82,462,176,7
1985,LAC,Bryan Warrick,25,58,2021,160,383,77,15
1985,IND,Granville Waiters,24,62,2017,181,332,139,4
1985,GSW,Gary Plummer,22,66,2247,152,216,110,29
1985,LAC,Lancaster Gordon,22,63,1237,173,314,178,27
1985,NYK,Ron Cavenall,25,53,1346,297,634,100,13
1985,UTA,Bob Hansen,24,54,1536,173,580,192,24
1985,WSB,Charles Jones,27,28,1031,253,500,76,8
1985,DET,Tony Campbell,22,56,1301,237,562,181,10
1985,SAS,Billy Knight,32,52,1666,210,405,101,21
1985,PHO,Walter Davis,30,23,2083,136,505,112,9
1985,BOS,Carlos Clark,24,62,1384,221,383,78,15
1985,SEA,Cory Blackwell,21,60,1415,74,278,199,11
1985,DEN,Danny Schayes,25,56,1916,213,335,149,25
1985,HOU,Allen Leavell,27,42,1788,106,367,71,15
1985,MIL,Kenny Fields,22,51,1194,132,109,46,5
1985,NJN,Kevin McKenna,26,29,1069,142,699,151,28
1985,POR,Bernard Thompson,22,59,1277,234,267,40,20
1985,CLE,Ron Anderson,26,36,1070,240,431,34,16
1985,PHI,Sam Williams,25,46,1691,304,190,154,13
1985,DET,Brook Steppe,25,54,2054,255,544,133,8
1985,UTA,John Drew,30,19,1824,120,630,101,6
1985,GSW,Peter Thibeaux,23,51,2113,286,362,196,25
1985,BOS,Ray Williams,30,23,1341,194,534,77,18
1985,UTA,J.J. Anderson,24,44,1383,64,482,49,9
1985,CLE,Edgar Jones,28,26,1080,239,426,180,28
1985,CLE,Jeff Cook,28,18,1306,251,322,187,19
1985,MIL,Mike Dunleavy,30,19,2314,280,412,70,23
1985,BOS,Greg Kite,23,55,1919,104,459,147,23
1985,GSW,Steve Burtt,22,47,1407,86,520,144,6
1985,DET,Major Jones,31,47,2248,276,238,198,21
1985,PHO,Mike Sanders,24,21,1333,90,287,71,5
1985,CLE,Kevin Williams,23,46,1168,252,693,169,14
1985,BOS,M.L. Carr,34,47,2151,255,509,37,11
1985,HOU,Larry Micheaux,24,39,1754,85,271,99,26
1985,IND,Stuart Gray,21,52,2153,237,209,140,24
1985,ATL,Walker Russell,24,21,1186,202,433,100,3
1985,UTA,Billy Paultz,36,62,1168,96,213,121,29
1985,KCK,Pete Verhoeven,25,54,2350,297,590,134,18
1985,GSW,Terry Teagle,24,19,2011,174,122,200,26
1985,SAS,Edgar Jones,28,18,1022,293,342,188,1
1985,DEN,Joe Kopicki,24,42,1105,210,134,62,21
1985,SAS,Fred Roberts,24,22,2127,61,177,146,25
1985,DAL,Charlie Sitton,22,43,1961,245,251,195,15
1985,NJN,Wayne Sappleton,24,33,2026,199,364,81,21
1985,HOU,Phil Ford,28,25,2000,254,510,169,11
1985,LAL,Ronnie Lester,26,32,1146,176,171,54,11
1985,PHI,Leon Wood,22,38,1942,140,288,45,26
1985,POR,Tom Scheffler,30,39,1487,280,175,130,15
1985,NJN,Ron Brewer,29,11,1149,189,199,25,30
1985,DEN,Willie White,22,39,1406,291,474,194,28
1985,MIL,Paul Thompson,23,16,1933,284,584,102,23
1985,KCK,Ed Nealy,24,22,1764,222,369,185,19
1985,KCK,Mark McNamara,25,33,2340,264,288,93,26
1985,LAC,Franklin Edwards,25,16,1924,224,699,86,10
1985,UTA,Pace Mannion,24,34,1255,261,405,96,3
1985,HOU,Craig Ehlo,23,45,2364,166,134,115,25
1985,KCK,Billy Knight,32,16,2167,131,239,107,6
1985,BOS,Rick Carlisle,25,38,2114,306,148,197,24
1985,CLE,Michael Wilson,25,11,1583,276,377,112,18
1985,MIL,Larry Micheaux,24,18,1432,166,580,37,7
1985,ATL,Sidney Lowe,25,15,1374,250,657,165,17
1985,PHI,Marc Iavaroni,28,12,2223,286,400,71,1
1985,DAL,Tom Sluby,22,31,1442,82,284,61,19
1985,LAC,Jay Murphy,22,23,2244,194,579,131,19
1985,IND,Kenton Edelin,22,10,2263,87,332,139,10
1985,HOU,Hank McDowell,25,34,2114,139,389,146,12
1985,KCK,David Pope,22,22,1481,276,180,47,18
1985,WSB,Guy Williams,24,21,1488,95,459,104,24
1985,DET,David Thirdkill,24,10,1287,71,438,29,10
1985,ATL,Charlie Criss,36,4,2255,173,387,84,4
1985,IND,Greg Kelser,27,10,1131,290,261,93,21
1985,SEA,John Schweitz,24,19,1214,235,631,106,26
1985,PHI,Steve Hayes,29,11,2227,291,310,142,12
1985,CLE,Geoff Huston,27,8,1285,138,102,86,5
1985,SEA,Scooter McCray,24,6,2339,103,294,194,23
1985,NJN,Michael Wilson,25,8,1090,74,531,148,9
1985,ATL,Stewart Granger,23,9,1912,99,385,74,9
1985,WSB,Don Collins,26,11,1012,182,360,73,19
1985,WSB,Tom Sewell,22,21,1974,56,378,93,18
1985,SAS,Ron Brewer,29,9,1551,258,483,32,21
1985,NJN,Chris Engler,25,7,1134,80,505,91,1
1985,DAL,Howard Carter,23,11,1175,202,560,94,1
1985,SAS,Mark McNamara,25,12,2299,185,587,95,28
1985,LAL,Chuck Nevitt,25,11,1523,299,588,46,25
1985,SAS,David Thirdkill,24,2,1131,160,353,22,14
1985,CLE,Robert Smith,29,7,2225,294,266,184,23
1985,PHO,Rick Robey,29,4,1412,109,297,162,4
1985,SEA,Joe Cooper,27,3,1387,150,672,178,23
1985,LAC,Dale Wilkinson,24,10,2039,215,543,150,8
1985,ATL,Jerry Eaves,25,3,1496,141,338,139,15
1985,DET,Lorenzo Romar,26,5,2120,299,658,152,14
1985,NYK,Truck Robinson,33,2,2338,127,396,92,17
1985,DET,Sidney Lowe,25,6,1537,303,103,108,27
1985,CHI,Charles Jones,27,3,1212,136,282,200,6
1985,WSB,Charles Davis,26,4,1971,125,538,138,18
1985,SEA,Danny Young,22,3,1171,262,260,200,12
1985,CLE,Campy Russell,33,3,1646,239,674,25,10
1985,KCK,Dane Suttle,23,6,1628,224,131,102,2
1985,MIL,Lorenzo Romar,26,4,2194,283,370,70,24
1985,MIL,David Thirdkill,24,6,2001,92,686,146,11
1985,KCK,Kenny Natt,26,4,1895,242,570,93,17
1985,UTA,Kenny Natt,26,4,1473,283,289,127,26
1985,ATL,Leo Rautins,24,4,1149,153,419,97,9
1985,IND,Ralph Jackson,22,1,1194,167,597,83,29
1985,CLE,Butch Graves,23,4,1386,298,181,44,6
1985,PHO,Michael Young,24,2,1409,245,557,35,12
1985,NJN,Tom LaGarde,29,1,1641,296,656,118,11
1985,SAS,Linton Townes,25,1,2395,78,255,99,23
1985,LAL,Earl Jones,24,2,1534,198,507,152,6
1985,DET,Dale Wilkinson,24,2,1829,68,315,138,3
1985,MIL,Mark West,24,1,1281,74,259,107,5
1985,DET,Terry Teagle,24,2,1815,197,667,159,6
1985,MIL,Chris Engler,25,1,1001,238,184,122,3
1985,CHI,Chris Engler,25,3,1990,148,425,101,27
1986,PHI,Maurice Cheeks,29,82,1719,290,504,94,10
1986,BOS,Larry Bird,29,82,2209,112,331,157,16
1986,NJN,Buck Williams,25,82,2158,292,480,26,30
1986,ATL,Dominique Wilkins,26,78,1621,70,182,73,1
1986,DEN,Alex English,32,81,1225,191,305,168,21
1986,WSB,Jeff Malone,24,80,1808,282,176,130,19
1986,SAS,Mike Mitchell,30,82,1240,97,656,130,28
1986,PHI,Charles Barkley,22,80,1097,173,555,73,26
1986,SAC,Reggie Theus,28,82,1818,291,225,158,18
1986,DET,Bill Laimbeer,28,82,1707,176,427,193,11
1986,SAS,Alvin Robertson,23,82,1607,90,486,190,28
1986,IND,Vern Fleming,23,80,1450,154,530,130,27
1986,HOU,Ralph Sampson,25,79,1837,165,542,78,16
1986,CLE,Roy Hinson,24,82,1203,299,617,25,24
1986,GSW,Joe Barry Carroll,27,79,2053,229,134,170,2
1986,POR,Kiki Vandeweghe,27,79,1548,202,197,22,4
1986,SEA,Jack Sikma,30,80,1289,129,283,49,15
1986,DET,Isiah Thomas,24,77,2027,224,553,187,19
1986,DAL,Rolando Blackman,26,82,1762,252,233,138,23
1986,IND,Herb Williams,27,78,2156,312,122,179,8
1986,GSW,Sleepy Floyd,25,82,1874,248,107,139,9
1986,ATL,Randy Wittman,26,81,1329,249,365,169,1
1986,UTA,Adrian Dantley,29,76,1366,146,692,92,3
1986,PHO,Jay Humphries,23,82,1426,250,231,51,19
1986,BOS,Dennis Johnson,31,78,1936,299,103,107,6
1986,PHI,Moses Malone,30,74,1490,151,585,120,15
1986,SEA,Xavier McDaniel,22,82,2250,75,139,35,13
1986,MIL,Paul Pressey,27,80,1730,121,276,60,15
1986,MIL,Terry Cummings,24,82,2388,274,589,143,26
1986,LAL,Kareem Abdul-Jabbar,38,79,1670,58,450,28,6
1986,DAL,Sam Perkins,24,80,1054,71,547,62,26
1986,DET,Kelly Tripucka,26,81,1726,147,663,123,23
1986,DEN,Fat Lever,25,78,1383,187,413,179,1
1986,HOU,Rodney McCray,24,82,1173,285,506,95,18
1986,LAC,Marques Johnson,29,75,2205,73,315,41,25
1986,LAL,Magic Johnson,26,72,1530,251,238,65,14
1986,POR,Clyde Drexler,23,75,1629,259,241,34,22
1986,POR,Mychal Thompson,31,82,1582,89,323,89,28
1986,SEA,Gerald Henderson,30,82,1309,182,682,125,7
1986,MIL,Sidney Moncrief,28,73,1131,257,315,107,11
1986,BOS,Robert Parish,32,81,2128,246,151,21,12
1986,WSB,Cliff Robinson,25,78,1156,310,328,188,27
1986,UTA,Mark Eaton,29,80,1278,87,116,79,28
1986,CLE,World B. Free,32,75,1568,128,117,89,11
1986,NJN,Mike Gminski,26,81,1380,167,651,49,17
1986,SAC,Eddie Johnson,26,82,1395,76,612,56,1
1986,DAL,Mark Aguirre,26,74,2321,159,545,25,16
1986,PHO,Larry Nance,26,73,2115,107,186,66,15
1986,UTA,Karl Malone,22,81,2190,298,659,190,28
1986,PHI,Julius Erving,35,74,1239,98,263,72,1
1986,CLE,John Bagley,25,78,1485,172,369,28,12
1986,HOU,Hakeem Olajuwon,23,68,1045,116,659,64,13
1986,LAC,Cedric Maxwell,30,76,1394,276,285,196,2
1986,LAL,James Worthy,24,75,1677,198,285,84,1
1986,HOU,Lewis Lloyd,26,82,2076,252,437,193,3
1986,GSW,Larry Smith,28,77,1316,216,183,28,3
1986,GSW,Purvis Short,28,64,1033,208,438,100,8
1986,CHI,Kyle Macy,28,82,1764,182,512,47,26
1986,SAC,Mike Woodson,27,81,2324,62,330,105,23
1986,BOS,Danny Ainge,26,80,1304,55,364,34,25
1986,DEN,T.R. Dunn,30,82,2305,110,161,64,13
1986,BOS,Kevin McHale,28,68,2119,51,215,167,18
1986,IND,Steve Stipanovich,25,79,1467,295,696,175,29
1986,NJN,Otis Birdsong,30,77,1227,119,471,161,28
1986,SAS,Artis Gilmore,36,71,2106,104,433,188,20
1986,SAC,LaSalle Thompson,24,80,1161,145,575,70,17
1986,UTA,Thurl Bailey,24,82,2011,284,569,119,11
1986,NYK,Rory Sparrow,27,74,2077,303,309,182,24
1986,WSB,Dan Roundfield,32,79,2021,175,309,116,14
1986,CHI,Sidney Green,25,80,2386,53,636,67,29
1986,ATL,Kevin Willis,23,82,1314,67,533,64,5
1986,CLE,Melvin Turpin,25,80,1706,51,449,83,6
1986,WSB,Gus Williams,32,77,1374,164,260,139,15
1986,IND,Wayman Tisdale,21,81,1878,252,238,141,17
1986,LAL,Michael Cooper,29,82,2157,213,135,159,24
1986,CHI,Orlando Woolridge,26,70,1670,257,159,128,21
1986,DAL,James Donaldson,28,69,1687,288,226,159,9
1986,PHO,Walter Davis,31,70,1438,309,496,144,2
1986,NYK,Louis Orr,27,74,1620,223,587,113,7
1986,IND,Clint Richardson,29,82,1491,312,642,135,26
1986,LAL,Byron Scott,24,76,1234,107,308,57,17
1986,GSW,Terry Teagle,25,82,1461,269,537,67,5
1986,SAC,Mark Olberding,29,81,1906,142,696,65,17
1986,HOU,Robert Reid,30,82,1793,313,236,52,1
1986,DAL,Derek Harper,24,79,1786,287,672,33,18
1986,MIL,Ricky Pierce,26,81,2345,305,546,97,17
1986,CHI,Gene Banks,26,82,2381,171,451,182,12
1986,LAC,Norm Nixon,30,67,2205,101,656,41,25
1986,HOU,John Lucas,32,65,1977,265,106,76,30
